satisfaction,evaluation,averageMonthlyHours,yearsAtCompany,turnover
38.0,46.0,265,3,1
38.0,54.0,281,3,1
86.0,94.0,279,5,1
37.0,46.0,283,3,1
37.0,50.0,283,3,1
87.0,100.0,280,5,1
11.0,85.0,283,4,1
42.0,50.0,279,3,1
43.0,48.0,281,3,1
9.0,80.0,285,4,1
54.0,56.0,274,3,1
40.0,47.0,269,3,1
36.0,52.0,292,3,1
87.0,90.0,286,5,1
75.0,88.0,269,5,1
43.0,53.0,289,3,1
43.0,47.0,267,3,1
10.0,87.0,276,4,1
11.0,78.0,291,4,1
44.0,53.0,277,3,1
39.0,48.0,260,3,1
40.0,55.0,257,3,1
92.0,87.0,278,6,1
36.0,47.0,286,3,1
86.0,95.0,272,5,1
74.0,87.0,283,5,1
80.0,95.0,279,5,1
36.0,48.0,282,3,1
42.0,57.0,281,3,1
42.0,47.0,281,3,1
40.0,45.0,284,3,1
46.0,53.0,283,3,1
9.0,90.0,279,4,1
88.0,89.0,286,5,1
10.0,82.0,286,4,1
10.0,97.0,286,4,1
11.0,93.0,292,3,1
84.0,88.0,257,5,1
42.0,56.0,271,3,1
10.0,86.0,276,4,1
10.0,95.0,263,4,1
46.0,54.0,269,3,1
9.0,97.0,266,4,1
89.0,100.0,268,5,1
82.0,100.0,290,6,1
11.0,89.0,253,4,1
81.0,84.0,266,5,1
81.0,94.0,266,6,1
77.0,100.0,261,6,1
63.0,94.0,281,2,1
40.0,57.0,270,3,1
86.0,100.0,282,6,1
37.0,49.0,271,3,1
44.0,50.0,264,3,1
74.0,89.0,279,6,1
79.0,100.0,274,5,1
9.0,92.0,261,4,1
37.0,48.0,272,3,1
9.0,78.0,271,4,1
9.0,84.0,264,4,1
10.0,80.0,277,5,1
45.0,56.0,276,3,1
40.0,51.0,266,3,1
31.0,95.0,263,5,1
70.0,93.0,277,3,1
36.0,48.0,279,3,1
34.0,97.0,274,5,1
87.0,83.0,271,5,1
11.0,91.0,281,4,1
47.0,81.0,278,3,1
43.0,52.0,284,3,1
43.0,47.0,276,3,1
45.0,57.0,270,3,1
74.0,100.0,279,5,1
10.0,89.0,262,4,1
78.0,87.0,279,5,1
90.0,95.0,278,3,1
53.0,95.0,276,4,1
45.0,54.0,276,3,1
86.0,83.0,287,5,1
74.0,89.0,275,5,1
9.0,79.0,272,4,1
80.0,95.0,265,5,1
46.0,53.0,281,3,1
86.0,95.0,279,6,1
86.0,95.0,271,5,1
90.0,91.0,272,5,1
87.0,88.0,288,6,1
83.0,94.0,284,5,1
77.0,83.0,259,5,1
77.0,100.0,279,5,1
90.0,86.0,283,5,1
73.0,92.0,292,5,1
91.0,90.0,266,5,1
36.0,53.0,270,3,1
38.0,54.0,278,3,1
44.0,46.0,278,3,1
73.0,100.0,284,5,1
89.0,91.0,274,5,1
11.0,77.0,277,4,1
10.0,77.0,279,4,1
37.0,46.0,278,3,1
38.0,48.0,262,3,1
42.0,48.0,266,3,1
44.0,46.0,268,3,1
11.0,83.0,263,4,1
9.0,97.0,289,4,1
43.0,47.0,277,3,1
38.0,52.0,277,3,1
11.0,89.0,273,4,1
37.0,49.0,292,3,1
44.0,57.0,274,3,1
72.0,82.0,270,5,1
10.0,91.0,260,4,1
73.0,86.0,274,5,1
9.0,82.0,277,4,1
44.0,46.0,274,3,1
9.0,82.0,271,4,1
10.0,87.0,257,4,1
11.0,86.0,278,4,1
42.0,46.0,267,3,1
9.0,85.0,276,4,1
72.0,88.0,283,5,1
75.0,97.0,288,5,1
44.0,50.0,281,3,1
11.0,91.0,284,4,1
38.0,47.0,279,3,1
39.0,57.0,295,3,1
10.0,90.0,277,4,1
43.0,52.0,286,3,1
39.0,57.0,268,3,1
88.0,87.0,286,6,1
10.0,85.0,273,4,1
10.0,89.0,272,4,1
11.0,93.0,271,4,1
37.0,47.0,274,3,1
37.0,48.0,279,3,1
77.0,87.0,279,4,1
91.0,94.0,281,6,1
46.0,51.0,263,3,1
11.0,87.0,276,4,1
86.0,91.0,275,5,1
87.0,88.0,259,6,1
9.0,92.0,277,5,1
42.0,46.0,295,3,1
82.0,83.0,278,5,1
46.0,48.0,279,3,1
88.0,100.0,283,6,1
10.0,91.0,262,4,1
43.0,45.0,279,3,1
37.0,49.0,260,3,1
80.0,95.0,269,5,1
83.0,95.0,295,5,1
39.0,57.0,281,3,1
77.0,92.0,273,5,1
43.0,46.0,278,3,1
79.0,96.0,275,5,1
39.0,55.0,268,3,1
10.0,88.0,274,4,1
39.0,53.0,283,3,1
11.0,89.0,275,4,1
40.0,51.0,261,3,1
42.0,52.0,273,3,1
57.0,85.0,272,2,1
11.0,95.0,288,5,1
36.0,73.0,277,2,1
11.0,94.0,277,4,1
35.0,80.0,272,2,1
78.0,99.0,270,5,1
11.0,93.0,278,4,1
10.0,96.0,273,4,1
42.0,54.0,255,3,1
43.0,50.0,276,3,1
79.0,84.0,265,5,1
45.0,45.0,294,3,1
9.0,91.0,287,4,1
11.0,91.0,248,4,1
45.0,49.0,264,3,1
11.0,91.0,277,4,1
9.0,80.0,266,4,1
78.0,71.0,283,3,1
38.0,50.0,274,3,1
82.0,82.0,286,5,1
85.0,89.0,265,5,1
45.0,46.0,293,3,1
77.0,89.0,274,5,1
39.0,50.0,280,3,1
91.0,90.0,276,5,1
11.0,77.0,279,4,1
46.0,45.0,284,3,1
43.0,49.0,277,3,1
11.0,96.0,259,4,1
10.0,93.0,274,4,1
9.0,80.0,276,4,1
36.0,51.0,263,3,1
11.0,89.0,295,4,1
9.0,77.0,263,5,1
44.0,51.0,277,3,1
73.0,97.0,289,6,1
21.0,58.0,272,5,1
80.0,85.0,265,5,1
37.0,55.0,275,3,1
79.0,96.0,273,5,1
9.0,80.0,287,4,1
75.0,74.0,278,3,1
83.0,100.0,269,5,1
10.0,77.0,270,4,1
44.0,55.0,270,3,1
42.0,97.0,283,4,1
43.0,56.0,260,3,1
9.0,84.0,279,4,1
44.0,53.0,254,3,1
81.0,98.0,280,5,1
10.0,79.0,265,4,1
10.0,93.0,291,4,1
11.0,83.0,273,4,1
9.0,77.0,282,4,1
75.0,83.0,272,5,1
38.0,55.0,282,3,1
9.0,87.0,290,4,1
74.0,97.0,271,5,1
44.0,56.0,275,3,1
76.0,95.0,266,5,1
42.0,56.0,283,3,1
75.0,100.0,291,5,1
36.0,52.0,263,3,1
75.0,93.0,274,5,1
40.0,46.0,287,3,1
75.0,89.0,273,5,1
9.0,84.0,272,4,1
39.0,46.0,268,3,1
40.0,48.0,289,3,1
39.0,54.0,282,3,1
10.0,85.0,283,5,1
42.0,55.0,299,3,1
37.0,52.0,269,3,1
11.0,98.0,270,4,1
9.0,88.0,277,4,1
41.0,54.0,271,3,1
42.0,49.0,272,3,1
40.0,49.0,276,3,1
36.0,47.0,272,3,1
74.0,90.0,270,5,1
66.0,100.0,277,5,1
38.0,47.0,272,3,1
43.0,51.0,275,3,1
43.0,53.0,263,3,1
10.0,85.0,275,5,1
82.0,85.0,266,5,1
10.0,77.0,271,4,1
10.0,93.0,276,4,1
43.0,49.0,264,3,1
9.0,94.0,267,4,1
41.0,54.0,277,3,1
10.0,82.0,270,4,1
88.0,92.0,291,5,1
43.0,57.0,280,3,1
42.0,50.0,262,3,1
85.0,100.0,274,5,1
38.0,49.0,299,3,1
39.0,47.0,282,3,1
41.0,48.0,280,3,1
88.0,92.0,272,6,1
78.0,96.0,277,5,1
45.0,48.0,284,3,1
9.0,95.0,279,4,1
44.0,56.0,261,3,1
11.0,84.0,280,4,1
36.0,51.0,275,3,1
86.0,98.0,266,5,1
10.0,92.0,273,4,1
45.0,53.0,270,3,1
42.0,53.0,274,3,1
36.0,55.0,274,3,1
45.0,55.0,277,3,1
38.0,57.0,271,3,1
11.0,97.0,271,4,1
45.0,46.0,270,3,1
87.0,95.0,279,5,1
45.0,53.0,242,3,1
10.0,83.0,272,5,1
44.0,54.0,292,3,1
78.0,100.0,286,5,1
38.0,56.0,283,3,1
85.0,84.0,283,6,1
36.0,48.0,262,3,1
75.0,88.0,270,5,1
81.0,81.0,275,5,1
40.0,55.0,274,3,1
83.0,83.0,265,5,1
41.0,52.0,276,3,1
42.0,57.0,270,3,1
9.0,83.0,267,4,1
87.0,81.0,280,5,1
43.0,56.0,286,4,1
39.0,51.0,268,3,1
10.0,90.0,274,5,1
41.0,52.0,292,3,1
72.0,100.0,276,2,1
44.0,55.0,289,3,1
38.0,50.0,275,3,1
46.0,52.0,270,3,1
40.0,49.0,258,3,1
45.0,45.0,267,3,1
89.0,89.0,284,5,1
10.0,97.0,281,4,1
46.0,48.0,276,3,1
9.0,78.0,263,4,1
45.0,57.0,272,3,1
89.0,98.0,276,6,1
62.0,77.0,283,4,1
11.0,93.0,272,4,1
44.0,50.0,272,3,1
9.0,94.0,280,4,1
56.0,75.0,295,2,1
77.0,89.0,274,5,1
39.0,49.0,277,3,1
10.0,92.0,275,4,1
72.0,85.0,286,5,1
40.0,52.0,259,3,1
11.0,81.0,263,4,1
88.0,100.0,293,5,1
37.0,51.0,286,3,1
11.0,96.0,290,4,1
40.0,52.0,276,3,1
10.0,86.0,311,4,1
62.0,89.0,277,4,1
78.0,86.0,262,5,1
37.0,52.0,276,3,1
76.0,82.0,273,5,1
42.0,53.0,281,3,1
10.0,77.0,262,4,1
42.0,47.0,266,3,1
10.0,96.0,296,4,1
10.0,81.0,274,4,1
42.0,47.0,273,3,1
9.0,86.0,271,4,1
10.0,80.0,284,4,1
11.0,89.0,278,4,1
44.0,53.0,275,3,1
87.0,90.0,297,5,1
44.0,46.0,283,3,1
41.0,56.0,281,3,1
51.0,79.0,286,3,1
89.0,96.0,262,5,1
10.0,96.0,292,4,1
90.0,94.0,265,5,1
36.0,55.0,286,3,1
44.0,54.0,282,3,1
39.0,57.0,276,3,1
38.0,100.0,293,4,1
73.0,95.0,290,6,1
10.0,96.0,279,4,1
89.0,83.0,280,4,1
87.0,85.0,267,6,1
84.0,89.0,289,5,1
11.0,77.0,284,4,1
74.0,100.0,276,5,1
79.0,97.0,264,5,1
10.0,92.0,279,4,1
83.0,95.0,262,5,1
10.0,79.0,261,4,1
45.0,50.0,280,3,1
29.0,48.0,272,4,1
46.0,46.0,276,3,1
11.0,83.0,275,5,1
75.0,89.0,287,5,1
40.0,50.0,264,3,1
37.0,46.0,265,3,1
41.0,52.0,271,3,1
10.0,83.0,297,4,1
39.0,52.0,285,3,1
40.0,45.0,288,3,1
41.0,52.0,278,3,1
11.0,89.0,276,4,1
74.0,99.0,271,5,1
42.0,46.0,274,3,1
88.0,88.0,284,5,1
37.0,53.0,264,3,1
78.0,81.0,291,5,1
46.0,50.0,271,3,1
74.0,100.0,273,6,1
11.0,86.0,290,4,1
80.0,87.0,283,6,1
37.0,48.0,276,3,1
87.0,92.0,276,6,1
90.0,84.0,274,5,1
10.0,88.0,275,4,1
43.0,46.0,282,3,1
11.0,91.0,262,4,1
40.0,46.0,263,3,1
9.0,93.0,285,4,1
40.0,50.0,280,3,1
14.0,70.0,278,3,1
40.0,49.0,272,3,1
11.0,79.0,280,4,1
72.0,100.0,271,3,1
39.0,57.0,269,3,1
82.0,93.0,281,5,1
41.0,52.0,268,3,1
45.0,51.0,265,3,1
20.0,70.0,268,5,1
43.0,53.0,274,3,1
39.0,55.0,259,3,1
11.0,86.0,288,4,1
45.0,47.0,272,3,1
11.0,87.0,271,4,1
84.0,86.0,278,5,1
86.0,96.0,265,6,1
79.0,93.0,277,5,1
39.0,57.0,278,3,1
15.0,62.0,269,3,1
81.0,100.0,271,5,1
39.0,53.0,282,3,1
92.0,94.0,280,5,1
90.0,98.0,274,5,1
32.0,60.0,281,4,1
46.0,46.0,286,3,1
83.0,98.0,283,5,1
39.0,47.0,271,3,1
20.0,90.0,257,3,1
11.0,85.0,278,4,1
11.0,96.0,276,5,1
10.0,95.0,271,4,1
75.0,87.0,287,5,1
44.0,57.0,276,3,1
86.0,93.0,269,5,1
10.0,82.0,271,4,1
39.0,49.0,288,3,1
45.0,48.0,270,3,1
10.0,94.0,261,4,1
36.0,55.0,275,3,1
57.0,61.0,275,5,1
9.0,87.0,277,4,1
87.0,91.0,280,5,1
43.0,52.0,276,3,1
36.0,50.0,270,3,1
91.0,99.0,286,5,1
41.0,48.0,275,3,1
37.0,52.0,277,3,1
43.0,45.0,265,3,1
43.0,57.0,287,3,1
40.0,53.0,283,3,1
10.0,89.0,274,4,1
76.0,99.0,288,5,1
82.0,93.0,291,5,1
11.0,83.0,264,5,1
43.0,52.0,263,3,1
11.0,88.0,270,4,1
41.0,48.0,286,3,1
73.0,87.0,271,5,1
37.0,57.0,278,3,1
11.0,89.0,286,4,1
46.0,52.0,278,3,1
41.0,50.0,269,3,1
78.0,78.0,272,5,1
78.0,86.0,287,6,1
72.0,86.0,283,5,1
63.0,83.0,275,5,1
55.0,100.0,264,3,1
45.0,55.0,273,3,1
39.0,51.0,266,3,1
10.0,81.0,274,4,1
40.0,50.0,275,3,1
39.0,54.0,266,3,1
78.0,45.0,284,2,1
42.0,53.0,274,3,1
39.0,54.0,283,3,1
46.0,57.0,264,3,1
10.0,92.0,280,4,1
45.0,47.0,278,3,1
10.0,83.0,269,4,1
10.0,89.0,279,4,1
78.0,86.0,290,5,1
40.0,65.0,291,5,1
45.0,51.0,281,3,1
39.0,56.0,276,3,1
43.0,48.0,275,3,1
9.0,96.0,278,4,1
79.0,86.0,251,5,1
44.0,47.0,292,3,1
79.0,95.0,269,5,1
38.0,46.0,272,3,1
36.0,56.0,282,3,1
39.0,57.0,265,3,1
9.0,93.0,283,4,1
16.0,65.0,262,5,1
9.0,77.0,274,4,1
11.0,87.0,275,4,1
44.0,56.0,288,3,1
11.0,88.0,281,4,1
11.0,97.0,283,4,1
45.0,52.0,284,3,1
10.0,96.0,277,4,1
40.0,46.0,270,3,1
38.0,55.0,280,3,1
39.0,56.0,285,3,1
38.0,55.0,276,3,1
38.0,45.0,295,3,1
17.0,75.0,278,4,1
79.0,84.0,285,5,1
10.0,85.0,278,4,1
37.0,48.0,278,3,1
42.0,49.0,260,3,1
44.0,48.0,268,3,1
11.0,83.0,278,4,1
39.0,48.0,268,3,1
10.0,83.0,285,5,1
40.0,46.0,270,3,1
86.0,91.0,296,5,1
37.0,46.0,265,3,1
40.0,51.0,250,3,1
43.0,48.0,265,3,1
88.0,88.0,289,5,1
44.0,52.0,280,3,1
87.0,100.0,269,5,1
40.0,46.0,267,3,1
45.0,52.0,292,3,1
84.0,93.0,278,5,1
10.0,68.0,271,3,1
72.0,99.0,265,5,1
40.0,50.0,282,3,1
45.0,50.0,282,3,1
89.0,98.0,272,5,1
40.0,55.0,277,3,1
38.0,53.0,264,3,1
38.0,47.0,266,3,1
10.0,82.0,272,4,1
42.0,48.0,271,3,1
74.0,86.0,268,5,1
10.0,80.0,265,4,1
82.0,90.0,266,5,1
38.0,55.0,278,3,1
41.0,56.0,272,3,1
40.0,47.0,283,3,1
83.0,98.0,265,5,1
36.0,57.0,255,3,1
75.0,98.0,274,5,1
44.0,53.0,288,3,1
10.0,94.0,283,5,1
39.0,52.0,281,3,1
9.0,84.0,262,4,1
40.0,57.0,278,3,1
41.0,54.0,277,3,1
83.0,92.0,270,5,1
42.0,47.0,255,3,1
61.0,46.0,260,4,1
44.0,52.0,278,3,1
77.0,81.0,262,5,1
81.0,95.0,269,5,1
10.0,78.0,263,4,1
73.0,84.0,282,6,1
9.0,83.0,290,4,1
90.0,99.0,277,6,1
88.0,100.0,262,5,1
9.0,87.0,284,4,1
40.0,56.0,272,3,1
17.0,55.0,266,5,1
82.0,82.0,292,6,1
90.0,83.0,278,5,1
83.0,92.0,272,5,1
44.0,50.0,252,3,1
50.0,85.0,298,3,1
14.0,61.0,286,5,1
77.0,82.0,267,5,1
9.0,83.0,296,4,1
11.0,88.0,276,4,1
44.0,57.0,266,3,1
43.0,52.0,284,3,1
12.0,80.0,285,2,1
10.0,86.0,284,5,1
10.0,96.0,279,4,1
40.0,48.0,272,3,1
41.0,47.0,268,3,1
37.0,48.0,290,3,1
40.0,48.0,270,3,1
74.0,96.0,268,5,1
39.0,48.0,264,3,1
11.0,90.0,269,4,1
36.0,51.0,264,3,1
80.0,83.0,279,5,1
60.0,85.0,275,2,1
36.0,54.0,289,3,1
10.0,96.0,274,5,1
65.0,86.0,267,2,1
49.0,73.0,277,3,1
73.0,96.0,277,6,1
11.0,80.0,270,5,1
73.0,91.0,272,5,1
43.0,46.0,277,3,1
73.0,93.0,273,5,1
76.0,85.0,273,6,1
9.0,96.0,260,4,1
90.0,81.0,274,5,1
10.0,81.0,283,4,1
43.0,48.0,284,3,1
41.0,55.0,264,3,1
41.0,57.0,271,3,1
10.0,87.0,287,4,1
40.0,46.0,288,3,1
40.0,53.0,270,3,1
36.0,48.0,286,3,1
83.0,95.0,278,5,1
83.0,94.0,277,5,1
41.0,51.0,277,3,1
11.0,93.0,278,4,1
68.0,62.0,277,5,1
43.0,53.0,284,3,1
44.0,51.0,290,3,1
87.0,94.0,281,5,1
43.0,54.0,296,3,1
89.0,48.0,259,5,1
83.0,88.0,274,5,1
11.0,87.0,290,5,1
85.0,100.0,269,3,1
89.0,97.0,301,5,1
9.0,92.0,288,4,1
43.0,55.0,277,3,1
42.0,46.0,282,3,1
43.0,54.0,275,3,1
10.0,93.0,285,4,1
37.0,46.0,270,3,1
76.0,98.0,284,5,1
88.0,89.0,297,5,1
39.0,48.0,295,3,1
45.0,54.0,266,3,1
91.0,95.0,272,5,1
86.0,85.0,276,5,1
39.0,53.0,277,3,1
89.0,100.0,282,5,1
11.0,86.0,288,4,1
10.0,87.0,271,5,1
38.0,57.0,275,3,1
40.0,54.0,271,3,1
86.0,97.0,264,5,1
10.0,86.0,272,4,1
10.0,85.0,288,4,1
42.0,50.0,293,3,1
36.0,46.0,275,3,1
39.0,48.0,266,3,1
43.0,47.0,285,3,1
36.0,49.0,286,3,1
9.0,91.0,269,4,1
42.0,55.0,270,3,1
42.0,46.0,287,3,1
91.0,89.0,274,5,1
41.0,56.0,269,3,1
11.0,78.0,294,4,1
9.0,83.0,265,5,1
83.0,100.0,265,5,1
11.0,78.0,286,4,1
10.0,93.0,297,4,1
42.0,55.0,284,3,1
10.0,97.0,279,4,1
38.0,51.0,270,3,1
77.0,98.0,270,6,1
11.0,85.0,277,4,1
87.0,97.0,284,6,1
10.0,88.0,272,4,1
10.0,89.0,267,4,1
9.0,90.0,271,4,1
84.0,85.0,273,5,1
11.0,86.0,279,4,1
81.0,97.0,279,5,1
77.0,85.0,275,5,1
42.0,47.0,270,3,1
36.0,56.0,280,3,1
81.0,83.0,284,6,1
37.0,46.0,263,3,1
10.0,96.0,293,4,1
14.0,55.0,274,5,1
41.0,51.0,281,3,1
44.0,55.0,291,3,1
82.0,94.0,273,5,1
67.0,54.0,262,5,1
44.0,57.0,272,3,1
42.0,54.0,271,3,1
84.0,83.0,279,5,1
86.0,100.0,293,5,1
56.0,86.0,274,2,1
9.0,93.0,275,4,1
10.0,81.0,281,4,1
39.0,54.0,276,3,1
75.0,89.0,287,5,1
43.0,55.0,265,3,1
9.0,96.0,279,5,1
83.0,94.0,278,5,1
59.0,100.0,251,4,1
44.0,54.0,292,3,1
38.0,49.0,265,3,1
76.0,98.0,280,5,1
22.0,86.0,282,3,1
40.0,46.0,286,3,1
41.0,48.0,274,3,1
38.0,51.0,281,3,1
45.0,68.0,278,4,1
39.0,56.0,282,3,1
45.0,47.0,264,3,1
42.0,53.0,271,3,1
10.0,87.0,268,4,1
78.0,96.0,300,5,1
39.0,56.0,284,3,1
10.0,87.0,269,4,1
10.0,80.0,261,4,1
43.0,46.0,267,3,1
38.0,45.0,277,3,1
9.0,77.0,271,5,1
39.0,53.0,278,3,1
73.0,99.0,261,5,1
38.0,49.0,275,3,1
10.0,91.0,271,4,1
41.0,54.0,284,3,1
43.0,51.0,263,3,1
79.0,96.0,262,5,1
10.0,81.0,283,4,1
11.0,97.0,270,4,1
42.0,50.0,276,3,1
36.0,51.0,289,3,1
63.0,93.0,246,3,1
41.0,56.0,270,3,1
36.0,46.0,278,3,1
10.0,90.0,267,5,1
11.0,96.0,285,4,1
44.0,54.0,282,3,1
77.0,96.0,284,6,1
91.0,100.0,272,6,1
26.0,46.0,267,3,1
81.0,93.0,278,6,1
11.0,87.0,281,4,1
92.0,89.0,270,5,1
10.0,86.0,285,4,1
45.0,51.0,267,3,1
11.0,94.0,283,4,1
23.0,70.0,285,4,1
86.0,95.0,256,5,1
44.0,55.0,286,3,1
41.0,56.0,271,3,1
84.0,97.0,279,5,1
42.0,52.0,275,3,1
11.0,88.0,266,4,1
38.0,46.0,270,3,1
11.0,96.0,264,4,1
10.0,83.0,266,4,1
86.0,88.0,271,5,1
91.0,100.0,288,5,1
37.0,53.0,272,3,1
46.0,50.0,262,3,1
10.0,89.0,284,5,1
37.0,46.0,266,3,1
40.0,48.0,273,3,1
9.0,78.0,269,4,1
11.0,89.0,271,4,1
39.0,48.0,272,3,1
89.0,96.0,272,6,1
9.0,91.0,280,4,1
88.0,97.0,285,5,1
11.0,90.0,290,4,1
10.0,95.0,256,5,1
91.0,100.0,263,6,1
44.0,52.0,272,3,1
63.0,76.0,272,4,1
10.0,87.0,268,4,1
36.0,51.0,281,3,1
45.0,51.0,289,3,1
73.0,100.0,270,6,1
37.0,55.0,264,3,1
9.0,85.0,265,4,1
41.0,71.0,273,4,1
72.0,100.0,280,5,1
36.0,54.0,280,3,1
90.0,100.0,263,5,1
44.0,56.0,274,3,1
78.0,95.0,268,5,1
37.0,52.0,272,3,1
40.0,47.0,298,3,1
84.0,100.0,284,5,1
9.0,86.0,270,4,1
83.0,93.0,276,5,1
11.0,87.0,270,4,1
37.0,50.0,269,3,1
9.0,93.0,292,5,1
43.0,47.0,290,2,1
39.0,56.0,270,3,1
85.0,90.0,288,2,1
38.0,52.0,257,3,1
76.0,84.0,274,5,1
44.0,51.0,277,3,1
73.0,100.0,249,5,1
43.0,53.0,279,3,1
43.0,51.0,291,3,1
9.0,96.0,279,4,1
43.0,53.0,272,3,1
45.0,57.0,270,3,1
42.0,48.0,271,3,1
41.0,46.0,274,3,1
44.0,55.0,285,3,1
9.0,92.0,274,4,1
41.0,51.0,270,3,1
43.0,51.0,292,3,1
38.0,51.0,279,3,1
85.0,96.0,292,5,1
88.0,91.0,301,6,1
44.0,46.0,285,3,1
11.0,92.0,268,4,1
38.0,50.0,290,3,1
9.0,78.0,273,4,1
11.0,79.0,274,4,1
11.0,88.0,268,4,1
44.0,48.0,273,3,1
38.0,51.0,281,3,1
10.0,87.0,273,5,1
45.0,57.0,273,3,1
11.0,94.0,272,5,1
36.0,48.0,276,3,1
72.0,95.0,274,5,1
43.0,48.0,273,3,1
45.0,50.0,281,3,1
40.0,53.0,271,3,1
10.0,81.0,259,4,1
83.0,93.0,276,5,1
11.0,80.0,271,4,1
43.0,50.0,276,3,1
38.0,50.0,291,3,1
83.0,100.0,284,5,1
11.0,82.0,273,4,1
43.0,52.0,265,3,1
11.0,88.0,275,4,1
43.0,46.0,272,3,1
10.0,89.0,287,4,1
44.0,51.0,279,3,1
82.0,91.0,293,6,1
10.0,86.0,277,4,1
10.0,95.0,275,4,1
30.0,89.0,266,5,1
10.0,93.0,276,4,1
39.0,50.0,266,3,1
14.0,47.0,290,2,1
82.0,92.0,276,5,1
10.0,85.0,288,4,1
9.0,90.0,277,4,1
54.0,83.0,289,6,1
61.0,58.0,268,4,1
10.0,79.0,271,4,1
10.0,90.0,270,4,1
36.0,49.0,292,3,1
10.0,97.0,284,4,1
84.0,100.0,276,5,1
38.0,51.0,269,3,1
41.0,49.0,282,3,1
37.0,51.0,284,3,1
43.0,56.0,268,3,1
46.0,53.0,288,3,1
9.0,84.0,272,4,1
78.0,86.0,283,5,1
45.0,53.0,276,3,1
42.0,47.0,287,3,1
46.0,53.0,268,3,1
39.0,49.0,269,3,1
36.0,51.0,279,3,1
43.0,53.0,274,3,1
85.0,87.0,275,5,1
11.0,92.0,291,4,1
11.0,90.0,273,4,1
38.0,47.0,276,3,1
43.0,57.0,263,3,1
75.0,100.0,286,6,1
11.0,92.0,280,4,1
10.0,90.0,278,4,1
10.0,81.0,289,5,1
37.0,50.0,254,3,1
11.0,93.0,275,5,1
45.0,46.0,269,3,1
44.0,48.0,278,3,1
44.0,56.0,278,3,1
11.0,77.0,273,4,1
79.0,93.0,286,5,1
80.0,90.0,284,5,1
10.0,87.0,280,5,1
9.0,93.0,279,4,1
70.0,84.0,251,4,1
72.0,84.0,272,5,1
11.0,80.0,287,4,1
39.0,51.0,258,3,1
40.0,49.0,276,3,1
43.0,54.0,272,3,1
76.0,87.0,276,5,1
40.0,48.0,285,3,1
9.0,89.0,284,4,1
37.0,54.0,276,3,1
87.0,91.0,268,5,1
10.0,86.0,287,4,1
11.0,86.0,262,4,1
43.0,50.0,301,3,1
10.0,81.0,274,4,1
11.0,95.0,277,4,1
85.0,87.0,287,5,1
37.0,49.0,280,3,1
44.0,52.0,281,3,1
10.0,83.0,286,5,1
11.0,89.0,306,4,1
87.0,88.0,255,5,1
39.0,49.0,271,3,1
10.0,94.0,281,4,1
44.0,53.0,262,3,1
40.0,49.0,268,3,1
76.0,98.0,291,6,1
46.0,55.0,268,3,1
90.0,92.0,279,5,1
85.0,87.0,275,5,1
10.0,78.0,271,4,1
43.0,49.0,260,3,1
20.0,50.0,267,6,1
81.0,92.0,266,5,1
83.0,85.0,292,5,1
14.0,75.0,270,5,1
10.0,84.0,292,5,1
91.0,98.0,288,6,1
37.0,57.0,266,3,1
42.0,57.0,282,3,1
39.0,68.0,280,5,1
39.0,54.0,281,3,1
44.0,52.0,276,3,1
37.0,45.0,269,3,1
39.0,53.0,265,3,1
72.0,94.0,276,5,1
37.0,49.0,280,3,1
82.0,94.0,279,5,1
42.0,52.0,264,3,1
59.0,100.0,285,5,1
82.0,86.0,289,5,1
73.0,97.0,273,2,1
78.0,66.0,271,3,1
9.0,95.0,283,4,1
10.0,97.0,272,4,1
45.0,46.0,257,3,1
83.0,81.0,260,5,1
43.0,51.0,270,3,1
40.0,47.0,280,3,1
43.0,46.0,286,3,1
78.0,93.0,285,5,1
39.0,45.0,262,3,1
11.0,97.0,285,4,1
36.0,52.0,276,3,1
36.0,54.0,276,3,1
10.0,79.0,276,4,1
40.0,47.0,279,3,1
81.0,85.0,276,6,1
40.0,47.0,270,3,1
9.0,93.0,278,4,1
76.0,89.0,288,5,1
73.0,93.0,276,4,1
38.0,49.0,277,3,1
72.0,84.0,260,5,1
40.0,56.0,302,3,1
91.0,99.0,283,5,1
85.0,85.0,272,6,1
90.0,70.0,278,4,1
46.0,55.0,281,3,1
43.0,57.0,285,3,1
89.0,88.0,276,5,1
9.0,81.0,269,4,1
40.0,48.0,269,3,1
76.0,83.0,269,6,1
40.0,57.0,276,3,1
37.0,48.0,277,3,1
37.0,53.0,279,3,1
11.0,96.0,285,4,1
37.0,52.0,272,3,1
9.0,89.0,275,4,1
88.0,86.0,268,5,1
84.0,94.0,271,5,1
10.0,98.0,277,4,1
41.0,47.0,264,3,1
84.0,91.0,284,6,1
41.0,55.0,272,3,1
53.0,76.0,281,6,1
42.0,47.0,286,3,1
36.0,50.0,276,3,1
38.0,52.0,287,3,1
36.0,48.0,287,3,1
46.0,54.0,245,3,1
37.0,47.0,283,3,1
42.0,49.0,253,3,1
44.0,56.0,273,3,1
92.0,82.0,273,5,1
10.0,79.0,286,5,1
76.0,100.0,297,6,1
11.0,79.0,272,4,1
43.0,48.0,284,3,1
40.0,49.0,258,3,1
11.0,84.0,275,4,1
84.0,82.0,294,5,1
84.0,84.0,283,5,1
51.0,60.0,269,5,1
66.0,91.0,268,4,1
42.0,56.0,257,3,1
38.0,49.0,278,3,1
